id,pred
2013_1103_1107,0.865430446996365
2013_1103_1112,0.777155092685259
2013_1103_1125,0.8281518238884268
2013_1103_1129,0.9220968348600534
2013_1103_1137,0.8709166327040994
2013_1103_1139,0.026910405284796435
2013_1103_1143,0.8991699686260752
2013_1103_1153,0.8339952393969813
2013_1103_1160,0.9094132995741366
2013_1103_1161,0.8681191533433773
2013_1103_1166,0.8920314247200176
2013_1103_1172,0.847187489714771
2013_1103_1181,0.025
2013_1103_1195,0.10081373168859092
2013_1103_1196,0.8007149975373292
2013_1103_1207,0.9178899693343336
2013_1103_1211,0.025
2013_1103_1217,0.9081179347687581
2013_1103_1228,0.8790482519773846
2013_1103_1231,0.025
2013_1103_1233,0.8294293390677082
2013_1103_1235,0.025
2013_1103_1241,0.938610433235899
2013_1103_1242,0.025
2013_1103_1243,0.8884414422521173
2013_1103_1247,0.9390436921371346
2013_1103_1251,0.9715771660445565
2013_1103_1254,0.7922220719261386
2013_1103_1257,0.8988837221114336
2013_1103_1266,0.8202953443962336
2013_1103_1272,0.7885386566759358
2013_1103_1274,0.025
2013_1103_1276,0.025
2013_1103_1277,0.9044907193622646
2013_1103_1278,0.8552319764988746
2013_1103_1279,0.9470406459677372
2013_1103_1281,0.8615915109084624
2013_1103_1285,0.975
2013_1103_1292,0.057904181975660614
2013_1103_1299,0.9676712889108401
2013_1103_1301,0.9066906888915799
2013_1103_1307,0.8070788806596046
2013_1103_1308,0.8628835593438177
2013_1103_1314,0.025
2013_1103_1322,0.975
2013_1103_1323,0.025
2013_1103_1326,0.7088928402422067
2013_1103_1328,0.025
2013_1103_1329,0.9297032630466191
2013_1103_1332,0.025
2013_1103_1334,0.9278548992801231
2013_1103_1338,0.8808295543526423
2013_1103_1355,0.8499503579083364
2013_1103_1361,0.7927535039734108
2013_1103_1380,0.8815245769820232
2013_1103_1387,0.7134828627575726
2013_1103_1388,0.8189403264562591
2013_1103_1393,0.025
2013_1103_1396,0.8684057392270503
2013_1103_1417,0.925273427213541
2013_1103_1424,0.9317736002846655
2013_1103_1433,0.07341658671808136
2013_1103_1434,0.9334926517451264
2013_1103_1437,0.025
2013_1103_1443,0.9100662182458241
2013_1103_1455,0.025
2013_1103_1458,0.025
