id,pred
2013_1103_1107,0.6486100813958523
2013_1103_1112,0.21248807987336157
2013_1103_1125,0.5918419281140517
2013_1103_1129,0.729962988852584
2013_1103_1137,0.6674599931088702
2013_1103_1139,0.46135710829818616
2013_1103_1143,0.6129177043929734
2013_1103_1153,0.37830389157729055
2013_1103_1160,0.6627746171904302
2013_1103_1161,0.7409746610371061
2013_1103_1166,0.31107355141608717
2013_1103_1172,0.5576788665642035
2013_1103_1181,0.19957047330235445
2013_1103_1195,0.8260928116950942
2013_1103_1196,0.3062465342326787
2013_1103_1207,0.49308304629123034
2013_1103_1211,0.23865504960291667
2013_1103_1217,0.4769511752684612
2013_1103_1228,0.35633308982443984
2013_1103_1231,0.4524817420791036
2013_1103_1233,0.6133563941221821
2013_1103_1235,0.42701171378134944
2013_1103_1241,0.8524522111314751
2013_1103_1242,0.19707008581723184
2013_1103_1243,0.5889293929404246
2013_1103_1247,0.6304520299601261
2013_1103_1251,0.8728155993232319
2013_1103_1254,0.7337480136489416
2013_1103_1257,0.24938868928217756
2013_1103_1266,0.5117645501194127
2013_1103_1272,0.2949712387351827
2013_1103_1274,0.3370363532015254
2013_1103_1276,0.2371221244204067
2013_1103_1277,0.3230511210229493
2013_1103_1278,0.4358074417315953
2013_1103_1279,0.6775316753013568
2013_1103_1281,0.6735931649898736
2013_1103_1285,0.8130463431015847
2013_1103_1292,0.7653189150527638
2013_1103_1299,0.9106685575936847
2013_1103_1301,0.4902250540856285
2013_1103_1307,0.5262649104981418
2013_1103_1308,0.5934556780303188
2013_1103_1314,0.19977752185977274
2013_1103_1322,0.8811182963773533
2013_1103_1323,0.2540362086915618
2013_1103_1326,0.2212307444964431
2013_1103_1328,0.37988329514962893
2013_1103_1329,0.5936786372866185
2013_1103_1332,0.5464875080748133
2013_1103_1334,0.734413577477281
2013_1103_1338,0.22331719087052457
2013_1103_1355,0.7763107206072567
2013_1103_1361,0.42688126111059865
2013_1103_1380,0.8638519868798136
2013_1103_1387,0.7651568636715734
2013_1103_1388,0.3082155125333418
2013_1103_1393,0.24611390523373855
2013_1103_1396,0.6313414235163622
2013_1103_1417,0.4262373964028597
2013_1103_1424,0.5220197938163422
2013_1103_1433,0.4170153944120913
2013_1103_1434,0.7738701370744991
2013_1103_1437,0.2883366160680973
2013_1103_1443,0.7098491912289936
2013_1103_1455,0.2963364791012134
2013_1103_1458,0.12170600415703871
2013_1107_1112,0.1313888065039136
2013_1107_1125,0.44839516072341457
2013_1107_1129,0.602452099738688
2013_1107_1137,0.5294601383149748
2013_1107_1139,0.3244002971408116
2013_1107_1143,0.470248009340543
2013_1107_1153,0.2543593674530829
2013_1107_1160,0.5242163918016624
2013_1107_1161,0.6159276272017637
2013_1107_1166,0.20199898349667755
2013_1107_1172,0.4141113267160249
2013_1107_1181,0.12263365391091621
2013_1107_1195,0.7269977405327968
2013_1107_1196,0.19837713841563032
2013_1107_1207,0.35287818165425777
2013_1107_1211,0.14946422419502706
2013_1107_1217,0.33827234181084503
2013_1107_1228,0.23684458945162984
2013_1107_1231,0.316610974314289
