id,pred
2013_1103_1107,0.24592020154862715
2013_1103_1112,0.2997596600032596
2013_1103_1125,0.7196539132261311
2013_1103_1129,0.7311301066739825
2013_1103_1137,0.7618579726441153
2013_1103_1139,0.562516026657879
2013_1103_1143,0.5773001394221595
2013_1103_1153,0.20328404907623954
2013_1103_1160,0.568217816692595
2013_1103_1161,0.5577661221964867
2013_1103_1166,0.2798361065419974
2013_1103_1172,0.5189142279424566
2013_1103_1181,0.4463108444304631
2013_1103_1195,0.6736386204905279
2013_1103_1196,0.4071489981343291
2013_1103_1207,0.7488325879372723
2013_1103_1211,0.3521873908656983
2013_1103_1217,0.39774346467179106
2013_1103_1228,0.37811931424384637
2013_1103_1231,0.5251749210459584
2013_1103_1233,0.6595439977235209
2013_1103_1235,0.3889742514094148
2013_1103_1241,0.42326775766128294
2013_1103_1242,0.36044792129547093
2013_1103_1243,0.5572101276529433
2013_1103_1247,0.4823571047257219
2013_1103_1251,0.5026857669937734
2013_1103_1254,0.9013246277583785
2013_1103_1257,0.45648039058568496
2013_1103_1266,0.6081170822896511
2013_1103_1272,0.4653957292825639
2013_1103_1274,0.28410568431427086
2013_1103_1276,0.350410103849002
2013_1103_1277,0.22716507551113047
2013_1103_1278,0.5350943103794754
2013_1103_1279,0.4615712166853525
2013_1103_1281,0.6747795970458751
2013_1103_1285,0.44155004563658096
2013_1103_1292,0.6392104746627845
2013_1103_1299,0.6407604081815377
2013_1103_1301,0.4934981838469203
2013_1103_1307,0.46000839388964976
2013_1103_1308,0.7714720373819073
2013_1103_1314,0.18383369269639352
2013_1103_1322,0.975
2013_1103_1323,0.3531792983641642
2013_1103_1326,0.6164257788941153
2013_1103_1328,0.1391031929698252
2013_1103_1329,0.7380278336726359
2013_1103_1332,0.7302891830338201
2013_1103_1334,0.7973032664596185
2013_1103_1338,0.5719259712364814
2013_1103_1355,0.5261714153056977
2013_1103_1361,0.11455909549648817
2013_1103_1380,0.5296460971300915
2013_1103_1387,0.4649744982462653
2013_1103_1388,0.31060794630705907
2013_1103_1393,0.43500901348056026
2013_1103_1396,0.4525286751317068
2013_1103_1417,0.5524037971270531
2013_1103_1424,0.3673630787463405
2013_1103_1433,0.4271101798577593
2013_1103_1434,0.7575652252091645
2013_1103_1437,0.529252745264999
2013_1103_1443,0.4694815427029338
2013_1103_1455,0.48997214582055126
2013_1103_1458,0.45254140711388496
2013_1107_1112,0.29772027595770323
2013_1107_1125,0.5145287906553256
2013_1107_1129,0.6889024718358208
2013_1107_1137,0.6646154759399973
2013_1107_1139,0.6649973728832903
2013_1107_1143,0.47788036040787
2013_1107_1153,0.4430207737941869
2013_1107_1160,0.24837235593392368
2013_1107_1161,0.6585301118680165
2013_1107_1166,0.4001599380456621
2013_1107_1172,0.3732718033672906
2013_1107_1181,0.3357349208672505
2013_1107_1195,0.5421201057801779
2013_1107_1196,0.3533302986352184
2013_1107_1207,0.6278168123733651
2013_1107_1211,0.11435804016088921
2013_1107_1217,0.44578158293878073
2013_1107_1228,0.5014608311699529
2013_1107_1231,0.4224390389779951
2013_1107_1233,0.3580710077652256
2013_1107_1235,0.3161227821158269
2013_1107_1241,0.546316497596649
2013_1107_1242,0.14374482181006035
