id,pred
2013_1103_1107,0.6538676921336364
2013_1103_1112,0.42197986707953156
2013_1103_1125,0.5664444878798153
2013_1103_1129,0.6075084218671447
2013_1103_1137,0.6512938415678527
2013_1103_1139,0.5226245458482985
2013_1103_1143,0.5669019953896036
2013_1103_1153,0.5026742445676472
2013_1103_1160,0.631190683685868
2013_1103_1161,0.6375484156518312
2013_1103_1166,0.48520114595271596
2013_1103_1172,0.529578452926153
2013_1103_1181,0.3599905862358856
2013_1103_1195,0.6945296200438925
2013_1103_1196,0.4442763376630421
2013_1103_1207,0.46808296249743325
2013_1103_1211,0.4030643158755662
2013_1103_1217,0.5985264155593424
2013_1103_1228,0.5090591383184403
2013_1103_1231,0.49498902457608124
2013_1103_1233,0.592576085198898
2013_1103_1235,0.5454391887635337
2013_1103_1241,0.7123690052846996
2013_1103_1242,0.3859591037228555
2013_1103_1243,0.5719478705898567
2013_1103_1247,0.6584454518421775
2013_1103_1251,0.7272804733568197
2013_1103_1254,0.7115977353978585
2013_1103_1257,0.4094374955656204
2013_1103_1266,0.5222878038874337
2013_1103_1272,0.430879662701247
2013_1103_1274,0.542183318711267
2013_1103_1276,0.54658792714617
2013_1103_1277,0.4266295151460808
2013_1103_1278,0.5228185939165065
2013_1103_1279,0.5814572533989165
2013_1103_1281,0.5404456416128213
2013_1103_1285,0.6216260363299593
2013_1103_1292,0.6426652310872621
2013_1103_1299,0.7848825377325305
2013_1103_1301,0.5683695301825309
2013_1103_1307,0.5474526185513275
2013_1103_1308,0.5977798666387261
2013_1103_1314,0.39480099017877973
2013_1103_1322,0.668786638549803
2013_1103_1323,0.4854834725187205
2013_1103_1326,0.4778730639498911
2013_1103_1328,0.529457537567458
2013_1103_1329,0.5369608163043417
2013_1103_1332,0.5549564098698659
2013_1103_1334,0.6588598638213257
2013_1103_1338,0.4366120412646469
2013_1103_1355,0.6140264507359844
2013_1103_1361,0.5513963544308187
2013_1103_1380,0.7440676842504407
2013_1103_1387,0.6730820241337527
2013_1103_1388,0.4628319196203168
2013_1103_1393,0.39425542233890537
2013_1103_1396,0.547587727131168
2013_1103_1417,0.5384169285326026
2013_1103_1424,0.5165141065747902
2013_1103_1433,0.42544057660667794
2013_1103_1434,0.6799638993760347
2013_1103_1437,0.48197720907047203
2013_1103_1443,0.638523199937083
2013_1103_1455,0.4586900978444108
2013_1103_1458,0.4671712331234016
2013_1107_1112,0.36585907122257877
2013_1107_1125,0.4980606344805284
2013_1107_1129,0.5140918489147254
2013_1107_1137,0.52324684224912
2013_1107_1139,0.4607978567959673
2013_1107_1143,0.4904272201209707
2013_1107_1153,0.40629133257219663
2013_1107_1160,0.5124830874808399
2013_1107_1161,0.561264279936257
2013_1107_1166,0.41524848737373654
2013_1107_1172,0.5175560108079257
2013_1107_1181,0.33996489651896916
2013_1107_1195,0.5880741263711274
2013_1107_1196,0.35217404662276575
2013_1107_1207,0.4244848237333099
2013_1107_1211,0.3869212517352129
2013_1107_1217,0.5442283809272155
2013_1107_1228,0.44598318329385833
2013_1107_1231,0.39237765179579376
2013_1107_1233,0.510831824329162
2013_1107_1235,0.4687227345293014
2013_1107_1241,0.6511769890828565
2013_1107_1242,0.3638187270101734
2013_1107_1243,0.47388900915282595
2013_1107_1247,0.5895854685909689
2013_1107_1251,0.6827939644418657
2013_1107_1254,0.6128222975885305
2013_1107_1257,0.38001149424533526
2013_1107_1266,0.45764896483290207
2013_1107_1272,0.40160327855816813
2013_1107_1274,0.4419626812076509
2013_1107_1276,0.4557997784414026
2013_1107_1277,0.43326686716891993
2013_1107_1278,0.4473754298460546
2013_1107_1279,0.4710399945312891
2013_1107_1281,0.46368335112236175
2013_1107_1285,0.5201028969931301
2013_1107_1292,0.5323028854374058
2013_1107_1299,0.6924076175356295
2013_1107_1301,0.471747299182268
2013_1107_1307,0.47365675079497127
2013_1107_1308,0.51690408252006
2013_1107_1314,0.3497128733412427
2013_1107_1322,0.5652063864831841
2013_1107_1323,0.3902162711304061
2013_1107_1326,0.3912587689452424
2013_1107_1328,0.41183990850196706
2013_1107_1329,0.4433206522403157
2013_1107_1332,0.4593638235034939
2013_1107_1334,0.5487801553935187
2013_1107_1338,0.3828232379390921
2013_1107_1355,0.5697079741502729
2013_1107_1361,0.44403193738087704
2013_1107_1380,0.6298128275496124
2013_1107_1387,0.6074759739428046
2013_1107_1388,0.3991840550995951
2013_1107_1393,0.37834468916276803
2013_1107_1396,0.4613719888268966
2013_1107_1417,0.4552432470518043
2013_1107_1424,0.4285189671286983
2013_1107_1433,0.40837745395776975
2013_1107_1434,0.5823229506749367
2013_1107_1437,0.4038510706689426
2013_1107_1443,0.5416643245313928
2013_1107_1455,0.41365079241068575
2013_1107_1458,0.36965995775230825
2013_1112_1125,0.6827025719753232
2013_1112_1129,0.7515209077429218
2013_1112_1137,0.7603219146147975
2013_1112_1139,0.6798171787643238
2013_1112_1143,0.7225260172011064
2013_1112_1153,0.6403090198455134
2013_1112_1160,0.7364865669550599
2013_1112_1161,0.7689567848094025
2013_1112_1166,0.6443490288301283
2013_1112_1172,0.6866203753395193
2013_1112_1181,0.47946524285531794
2013_1112_1195,0.787117531611758
2013_1112_1196,0.5927594987897418
2013_1112_1207,0.6039560635644778
2013_1112_1211,0.52573787539429
